source,target,weight
ahbz-ltds-z-2,ahbz-zql-z-1,1
sccd-ht-c-1,scsn-wt-z-1,1
scms-lt-z-2,scms-wt-z-1,1
gdgz-xm-c-1,gdzh-scyz-z-1,1
xzls-lw-b-1,xzls-lw-g-1,1
gdcz-fc-z-1,gdcz-xsk-z-2,1
bjbj-fz-c-2,hexa-ax-z-2,1
gsjy-bgl-z-1,gsjy-bgl-z-2,1
jxfz-ltdl-z-1,jxfz-ltdl-z-2,1
qhgl-ywt-z-1,qhgl-ywt-z-2,1
zjhz-hb-b-1,zjjx-hxl-z-1,1
hecd-kfq-z-2,hecd-snl-z-1,1
jslyg-cyzl-z-1,jsnj-jn-b-1,1
gdgz-kxc-c-2,shsh-sb-c-2,1
gzgy-jy-b-1,gztr-xyl-z-1,1
qhxn-fhc-b-2,snxa-dwl-c-2,1
gslz-esn-b-2,gsqy-ltds-z-2,1
gdgz-kxc-c-2,gdzs-xyt-z-2,1
haxx-ltny-z-2,haxx-ymk-z-1,1
bjbj-fz-c-2,shsh-sb-c-2,1
jxnc-ltgc-b-2,zjhz-bj-b-2,1
shsh-chj-c-1,tjtj-jyd-b-1,1
zjqz-cgj-z-2,zjqz-jhsl-z-1,1
jxjj-ltdl-z-2,jxnc-ltgc-b-2,1
gszy-ltds-z-2,gszy-yzjf-z-1,1
ynws-ltzhl-z-1,ynws-ltzhl-z-2,1
gdgz-kxc-c-2,gdmm-yzdl-z-2,1
xjtc-hty-z-1,xjtc-ltdl-z-2,1
gzgy-tpq-b-2,ynyx-by-b-2,1
sccd-ht-c-1,xzls-lw-b-1,1
gdcz-xsk-z-2,gdgz-kxc-c-2,1
hbwh-gs-c-1,hbwh-xgl-c-2,1
sccd-ymk-c-2,ynyx-by-b-2,1
hajy-qyj-z-1,haly-xgl-b-1,1
sccd-ymk-c-2,scsn-lt-z-2,1
nmam-82j2f-z-2,nmam-83j2f-z-1,1
fjxm-rjy-b-2,fjzz-fz-z-2,1
snxa-xgx-c-1,xzls-lw-b-1,1
scmy-ltds-z-2,scmy-xyb-z-1,1
shsh-chj-c-1,zjhz-hb-b-1,1
bjbj-fz-c-2,qhxn-fhc-b-2,1
ahcz-ltxdl-z-2,ahcz-ly-z-1,1
gdgz-xm-c-1,sccd-ht-c-1,1
nmhh-ysn-b-2,nmtl-ylt5f-b-2,1
bjbj-ch-vrr-1,bjbj-fz-c-2,1
gdgz-kxc-c-2,gdyj-yz-z-2,1
sccd-ymk-c-2,scls-jzs-z-2,1
yndh-msgh-z-2,ynyx-by-b-2,1
gdgz-kxc-c-2,gdzs-ltdl-z-1,1
sdqd-lydl-b-1,sdqd-lydl-g-1,1
hnyz-hsl-z-2,hnyz-zhl-z-1,1
haxy-cwc-z-2,haxy-xdl-z-1,1
hncs-gt-b-1,hncz-wlds-z-1,1
fjfz-jyz-b-1,shsh-chj-c-1,1
snxa-xgx-c-1,sxty-ysn-b-1,1
jsnj-jn-b-1,jstz-xq-z-1,1
zjjx-hxl-z-1,zjnb-ltxdl-b-2,1
haay-xyl-z-2,haly-ln-b-2,1
nmhh-esn-b-1,nmxlgl-zxj2f-z-1,1
hljm-zs-z-1,hlsh-hsl-b-1,1
gdgz-xm-c-1,gdst-js-z-1,1
gzkl-el-z-2,gzkl-yzdl-z-1,1
gxnn-dmgx-b-2,ynyx-by-b-2,1
gdgz-kxc-c-2,gdhz-hna-z-2,1
gdcz-fc-z-1,gdgz-xm-c-1,1
haly-ln-z-2,haly-xg-z-1,1
gsjc-zxjf-z-2,gslz-esn-b-2,1
jszj-dfhy-z-1,jszj-dm-z-2,1
xjbl-ltdl-z-2,xjbl-yzdl-z-1,1
qhxn-fhc-b-2,qhys-ltdl-z-2,1
haly-xgl-b-1,hazk-czl-z-1,1
sccd-ymk-c-2,scmy-ltds-z-2,1
qhxn-fhc-b-2,qhxn-hhl-g-2,1
sntc-ltdl-z-2,snxa-dwl-c-2,1
jxnc-ltgc-b-2,jxnc-ltgc-g-2,1
jsnj-jn-b-1,jszj-dfhy-z-1,1
gdgz-xm-c-1,gdhz-hna-z-1,1
jsnj-hx-b-2,sdjn-ssn-b-2,1
gzgy-tpq-b-2,sccd-ymk-c-2,1
gzbj-xdl-z-2,gzgy-tpq-b-2,1
sccd-ymk-c-2,sccd-ymk-g-2,1
hlsh-hwl-b-2,hlsh-qsl-z-2,1
jxnc-hjz-b-1,jxnc-hjz-g-1,1
hazz-ecl-b-2,hazz-zyl-g-2,1
sccd-ht-c-1,scls-chl-z-1,1
xjalt-zh-z-1,xjwl-tfds-b-1,1
haay-hql-z-1,haay-xyl-z-2,1
hbxg-bjl-z-1,hbxg-ltdl-z-2,1
gdgz-kxc-c-2,gdzh-xsk-z-2,1
jxnc-ltgc-b-2,jxyt-ltdl-z-2,1
hehs-rml-z-2,hets-xxg-b-2,1
gdgz-kxc-c-2,gdzh-scyz-z-1,1
fjfz-shg-g-2,fjxm-rjy-b-2,1
fjfz-jyz-b-1,fjfz-shg-g-2,1
gslz-esn-b-2,snxa-dwl-c-2,1
bjbj-fz-c-2,gslz-esn-b-2,1
sdjn-ssn-b-2,sdqd-sdl-b-2,1
haly-ln-b-2,sxty-esn-b-2,1
ahhf-bh-b-2,ahmas-ltds-z-2,1
jxnc-hjz-b-1,jxxy-xdcjf-z-1,1
gdst-js-z-1,gdst-sz-z-2,1
bjbj-fz-c-2,gdgz-kxc-c-2,1
qhhb-ltdl-z-1,qhxn-hhl-b-1,1
jxgz-ltdl-z-2,jxnc-ltgc-b-2,1
hazz-zyl-b-1,hazz-zyl-g-2,1
fjfz-jyz-b-1,gdgz-xm-c-1,1
haly-ln-b-2,hazz-ecl-b-2,1
hbwh-gs-c-1,hncs-gt-b-1,1
ahhf-zwq-b-1,hbwh-gs-c-1,1
nmhh-esn-b-1,nmhh-ysn-b-2,1
xjhm-ltzxj-z-1,xjwl-tfds-b-1,1
gdgz-kxc-c-2,gdgz-xm-c-1,1
sccd-ymk-c-2,scgz-bmwt-z-2,1
gxfcg-bgjf-z-1,gxfcg-gkzx-z-2,1
snxa-xgx-c-1,xjwl-tfds-b-1,1
ahcz-ltxdl-z-2,ahhf-bh-b-2,1
hazz-ecl-b-2,hazz-zyl-g-1,1
nmtl-ylt5f-z-2,nmtl-zxj5f-z-1,1
sxyq-esn-z-2,sxyq-ysn-z-1,1
sdjn-slc-b-1,sdwh-522-z-2,1
snxa-dwl-c-2,xzls-ltdl-b-2,1
gdgz-xm-c-1,gdzs-ltdl-z-1,1
fjfz-jyz-b-1,fjnp-zhl-z-1,1
ynzt-ltdl-z-1,ynzt-ltdl-z-2,1
ynbs-sgjf-z-1,ynkm-nt-b-1,1
bjbj-fz-c-2,hbwh-xgl-c-2,1
hlhr-ysn-b-2,hlsh-hwl-b-2,1
sccd-ymk-c-2,scya-sw-z-2,1
gxnn-dmgx-b-2,gxnn-rjy-g-1,1
sccd-ht-c-1,scdy-lt-z-1,1
jsyc-jfnl-z-1,jsyc-kfq-z-2,1
lnsy-hx-c-2,nmtl-ylt5f-b-2,1
hlhh-lj-z-1,hlhr-ysn-b-1,1
bjbj-ch-c-1,gdgz-xm-c-1,1
lnas-jd-z-1,lnsy-sf-c-1,1
bjbj-ch-c-1,lnsy-sf-c-1,1
qhgl-ywt-z-1,qhxn-hhl-b-1,1
jsnj-jn-b-1,shsh-chj-c-1,1
scnj-ehl-z-2,scnj-zxjf-z-1,1
hncd-bmh-z-1,hncs-gt-b-1,1
lnsy-hx-vrr-2,lnsy-sf-c-1,1
xjwl-tfds-b-1,xjwlmq-tjl-g-2,1
zjhz-hb-b-1,zjnb-kt-b-1,1
sccd-ht-c-1,ynkm-nt-b-1,1
gsdx-ltds-z-1,gslz-yt-b-1,1
ahbb-ltxdl-z-2,ahbb-yc-z-1,1
fjfz-jyz-b-1,fjqz-yd-z-2,1
gxnn-dmgx-g-2,gxnn-rjy-b-1,1
sccd-ht-c-1,scpzh-sjds-z-1,1
hbwh-xgl-c-2,jsnj-hx-b-2,1
gdjm-gs-z-1,gdjm-xdl-z-2,1
hecd-kfq-z-2,hesj-esn-b-2,1
gxcz-bgl-z-2,gxcz-dymc-z-1,1
lnbx-cj-z-2,lnbx-ps-z-1,1
hbwh-gs-c-1,hbxy-chl-z-1,1
bjbj-ch-c-1,shsh-chj-c-1,1
scnc-jlcs-z-2,scnc-ltdl-z-1,1
hncd-bmh-z-1,hncd-bmh-z-2,1
nmhlbr-82j4f-z-1,nmtl-zxj5f-b-1,1
sccd-ymk-c-2,scpzh-rhlt-z-2,1
ahhf-bh-b-2,ahhs-ltdl-z-2,1
hets-xxg-z-2,hets-xz-z-1,1
jxjj-jtbg-z-1,jxjj-ltdl-z-2,1
cqcq-st-b-1,hbwh-gs-c-1,1
ynkm-nt-g-1,ynyx-by-b-2,1
hbez-ltdl-z-1,hbwh-gs-c-1,1
nmam-83j2f-z-1,nmhh-esn-b-1,1
hets-xz-b-1,shsh-chj-c-1,1
bjbj-fz-c-2,snxa-dwl-c-2,1
nmtl-zxj5f-b-1,nmxam-82j2f-z-1,1
gdgz-kxc-c-2,gdyf-djp-z-2,1
zjhz-hb-b-1,zjqz-jhsl-z-1,1
sccd-ht-c-1,scmy-xyb-z-1,1
nmhh-esn-b-1,nxyc-kfq-b-1,1
xjkel-cgj-z-2,xjwl-tjl-b-2,1
hahb-xdl-z-1,hazz-zyl-b-1,1
snxa-dwl-c-2,snxy-rml-z-2,1
haly-ln-b-2,hbwh-xgl-c-2,1
hbwh-xgl-c-2,lnsy-hx-c-2,1
lnsy-hx-c-2,sccd-ymk-c-2,1
jsnj-hx-b-2,shsh-sb-c-2,1
jxnc-hjz-b-1,zjhz-hb-b-1,1
ahwh-dsn-z-1,ahwh-fdds-z-2,1
sccd-ymk-c-2,sclis-slbl-z-2,1
xjkt-ltdl-z-1,xjkt-ltdl-z-2,1
hlsh-hsl-b-1,hlsh-hwl-b-2,1
zjhuz-thl-z-2,zjhuz-yz-z-1,1
nmbt-51j3f-z-1,nmhh-esn-b-1,1
zjtz-xdl-z-2,zjtz-yzj-z-1,1
jljl-hnj-b-1,lnsy-hx-c-2,1
snbj-yzds-z-1,snxa-xgx-c-1,1
lncy-39-z-2,lnsy-hx-c-2,1
hnsy-dxj-z-2,hnsy-tjc-z-1,1
lnsy-hx-c-2,lnsy-hx-vrr-2,1
gslz-yt-b-1,gszy-yzjf-z-1,1
jsnj-jn-b-1,jsnt-rml-z-1,1
fjfz-jyz-b-1,fjpt-sx-z-1,1
zjhz-bj-b-2,zjhz-qt-g-2,1
hesj-ysn-b-1,hexa-rc-z-1,1
hncs-yyl-b-2,jxnc-ltgc-b-2,1
hesj-ysn-b-1,sxty-ysn-b-1,1
hncs-gt-b-1,hnxx-ltdl-z-1,1
qhhu-wtjf-z-2,qhxn-fhc-b-2,1
gslx-ltds-z-2,gslz-esn-b-2,1
sccd-ymk-c-2,scnj-ehl-z-2,1
hazz-zyl-b-1,hazz-zyl-g-1,1
ahhb-ltds-z-2,ahhf-bh-b-2,1
snsl-lt3f-z-2,snxa-dwl-c-2,1
jsnj-hx-b-2,jsyc-kfq-z-2,1
jsnj-hx-b-2,jsnj-jn-b-1,1
hlqt-zl-z-1,hlsh-hsl-b-1,1
gsww-bgjf-z-2,gsww-nkjf-z-1,1
ynbs-sgjf-z-1,ynbs-sgjf-z-2,1
hbjm-njl-z-2,hbwh-xgl-c-2,1
bjbj-ch-c-1,nxyc-kfq-b-1,1
sccd-ht-c-1,scyb-smg-z-1,1
gxgg-kajf-z-1,gxnn-rjy-b-1,1
gxnn-dmgx-b-2,gzgy-tpq-b-2,1
gzgy-jy-b-1,gzkl-yzdl-z-1,1
bjbj-fz-c-2,nxyc-xtds-b-2,1
hbwh-gs-c-1,snxa-xgx-c-1,1
scgz-bmwt-z-2,scgz-zxjf-z-1,1
gdgz-kxc-c-2,ynyx-by-b-2,1
sccd-ht-c-1,sccd-ymk-g-2,1
sdly-822-z-1,sdqd-sdl-b-2,1
gsgn-ltds-z-1,gslz-yt-b-1,1
lnhld-ls-z-2,lnsy-hx-c-2,1
sccd-ymk-c-2,xzls-ltdl-b-2,1
gslz-esn-b-2,gszy-ltds-z-2,1
cqcq-st-b-1,gzgy-jy-b-1,1
bjbj-ch-c-1,bjbj-ch-vrr-3,1
ahhf-bh-b-2,ahtl-ltds-z-2,1
sccd-ht-c-1,scya-yjbl-z-1,1
sccd-ht-c-1,sccd-ymk-c-2,1
hazz-ecl-b-2,hazz-zyl-b-1,1
hext-esn-z-2,hext-ysn-z-1,1
hldx-zx-z-2,hlsh-hwl-b-2,1
scab-ltxdl-z-1,sccd-ht-c-1,1
sccd-ymk-c-2,sclz-lc-z-2,1
sccd-ht-c-1,sclis-whnl-z-1,1
xjbl-ltdl-z-2,xjwl-tjl-b-2,1
haly-xgl-b-1,hasm-xdl-z-1,1
gsgn-ltds-z-2,gslz-esn-b-2,1
hlhg-hql-z-2,hlhr-ysn-b-2,1
ynkm-nt-b-1,ynkm-nt-g-1,1
gdgz-xm-c-1,gdyf-zhdl-z-1,1
lncy-28-z-1,lncy-39-z-2,1
zjhz-bj-b-2,zjzs-bda-z-1,1
hazm-502-z-2,hazm-xdl-z-1,1
sccd-ht-c-1,sccd-ht-g-1,1
gdgz-kxc-c-2,gdqy-cyl-z-2,1
gxlb-zjjf-z-2,gxlb-zxjf-z-1,1
gzgy-tpq-b-2,gzxy-rjjf3-z-2,1
zjhz-bj-b-2,zjnb-ltxdl-b-2,1
hets-xz-b-1,hext-ysn-z-1,1
gxnn-dmgx-b-2,gxyl-msxm-z-2,1
jscz-bads-g-1,jsnj-hx-b-2,1
zjzs-bda-z-1,zjzs-xdl-z-2,1
bjbj-ch-c-1,nmhh-esn-b-1,1
sxty-esn-b-2,sxyc-esn-z-2,1
zjnb-kt-b-1,zjnb-ltxdl-b-2,1
hncz-jhds-z-2,hncz-wlds-z-1,1
nmbm-82j6f-z-1,nmbm-jfj4f-z-2,1
ynnj-zhl-z-1,ynnj-zhl-z-2,1
qhhd-ltdl-z-1,qhxn-hhl-b-1,1
sxjc-esn-z-2,sxty-esn-b-2,1
haxx-ymk-z-1,hazz-zyl-b-1,1
bjbj-ch-c-1,bjbj-fz-c-2,1
jsnj-hx-b-2,jssq-fz-z-2,1
tjtj-jyd-b-1,tjtj-xsl-g-2,1
hlhh-xj-z-2,hlsh-hwl-b-2,1
jxja-ltdl-z-1,jxja-zsdl-z-2,1
gdgz-kxc-c-2,gdmz-ymjf-z-2,1
hbjm-ltds-z-1,hbjm-njl-z-2,1
ynbn-ltzhl-z-1,ynkm-nt-b-1,1
sccd-ymk-c-2,sccd-ymk-vrr-2,1
hets-xz-b-1,lnsy-sf-c-1,1
hesj-esn-b-2,hets-xxg-b-2,1
sxsz-esn-z-2,sxty-esn-b-2,1
sxyc-esn-z-2,sxyc-ysn-z-1,1
sdjn-slc-b-1,sdta-esn-z-1,1
ahbb-yc-z-1,ahhf-zwq-b-1,1
gdgz-kxc-c-2,gdzj-xskb-z-2,1
xjshz-jsj-z-1,xjshz-ltdl-z-2,1
qhxn-fhc-g-1,qhxn-hhl-b-1,1
hbwh-gs-c-1,hbwh-gs-g-1,1
bjbj-fz-c-2,hesj-esn-b-2,1
lnfx-sj-z-1,lnsy-sf-c-1,1
gdgz-kxc-c-2,gdst-sz-z-2,1
gdgz-xm-c-1,gdsw-zyl-z-1,1
ahhf-zwq-b-1,ahwh-dsn-z-1,1
gsjc-zxjf-z-1,gsjc-zxjf-z-2,1
qhhn-ltdl-z-1,qhhn-zxjf-z-2,1
lntl-ly-z-1,lntl-zq-z-2,1
scsn-lt-z-2,scsn-wt-z-1,1
gslz-esn-b-2,gspl-gcl-z-2,1
qhhu-ltdl-z-1,qhxn-hhl-b-1,1
gsjq-zxjf-z-1,gslz-yt-b-1,1
snya-ltjf-z-1,snya-ltjf-z-2,1
gdgz-xm-c-1,gdmm-yzdl-z-1,1
gsjc-zxjf-z-1,gslz-yt-b-1,1
gdgz-xm-c-1,hihk-snl-b-1,1
lnhld-ls-z-2,lnhld-lw-z-1,1
sccd-ymk-c-2,scyb-xq-z-2,1
hazm-502-z-2,hazz-ecl-b-2,1
ynbs-sgjf-z-2,ynyx-by-b-2,1
gdgz-xm-c-1,gdjm-gs-z-1,1
shsh-sb-c-2,shsh-sb-vrr-2,1
gsgn-ltds-z-1,gsgn-ltds-z-2,1
hncs-gt-b-1,hncs-yyl-g-2,1
ahmas-kfq-z-1,ahmas-ltds-z-2,1
shsh-sb-c-2,snxa-dwl-c-2,1
hbwh-gs-c-1,sccd-ht-c-1,1
zjnb-kt-g-2,zjnb-ltxdl-b-2,1
shsh-sb-c-2,zjhz-bj-b-2,1
qhhd-hzxq-z-2,qhxn-fhc-b-2,1
hajz-jf-z-2,hajz-xz-z-1,1
hihk-jp-b-2,hihk-snl-b-1,1
gxbs-xl-z-1,gxnn-rjy-b-1,1
hbwh-gs-c-1,hbwh-gs-vrr-1,1
cqcq-zms-b-2,hbwh-xgl-c-2,1
fjxm-rjy-b-2,shsh-sb-c-2,1
bjbj-fz-c-2,lnsy-hx-c-2,1
fjfz-jyz-b-1,zjnb-kt-b-1,1
gxbs-ht-z-2,gxnn-dmgx-b-2,1
jljl-hnj-z-1,jljl-zqj-z-2,1
helf-esn-g-1,hesj-esn-b-2,1
xjtc-ltdl-z-2,xjwl-tjl-b-2,1
hlhr-ysn-b-1,hlhr-ysn-b-2,1
nmhh-esn-b-1,nmtl-zxj5f-b-1,1
yndq-ltzhl-z-2,ynyx-by-b-2,1
snxa-dwl-c-2,sxty-esn-b-2,1
hbsz-ltdl-z-1,hbwh-gs-c-1,1
ahxc-jhj-z-2,ahxc-xdl-z-1,1
hbwh-gs-c-1,shsh-chj-c-1,1
hlsh-hsl-b-1,hlsh-qsl-z-2,1
gxbs-ht-z-2,gxbs-xl-z-1,1
sxll-zxjjdl-z-2,sxty-esn-b-2,1
sccd-ht-c-1,snxa-xgx-c-1,1
sczg-mzj-z-1,sczg-xxg-z-2,1
gslz-yt-b-1,nxyc-kfq-b-1,1
gsln-yzjf-z-1,gslz-yt-b-1,1
hbwh-xgl-c-2,hbyc-xlyl-z-2,1
fjnd-lyc-z-1,fjnd-xdl-z-2,1
sxty-ysn-b-1,sxyq-ysn-z-1,1
sxsz-esn-z-2,sxsz-ysn-z-1,1
jlsy-snl-z-1,jlsy-yjj-z-2,1
qhxn-fhc-b-2,qhxn-hhl-b-1,1
xjats-ltdl-z-2,xjwl-tjl-b-2,1
sccd-ht-c-1,scdz-eq-z-1,1
hncd-bmh-z-2,hncs-yyl-b-2,1
hlhr-ysn-b-1,jlcc-esn-b-2,1
jlcc-esn-b-2,jlsy-snl-z-1,1
hlhr-ysn-b-2,hljm-sl-z-2,1
hecd-snl-z-1,hets-xz-b-1,1
gdgz-xm-c-1,snxa-xgx-c-1,1
scpzh-rhlt-z-2,scpzh-sjds-z-1,1
qhxn-hhl-b-1,snxa-xgx-c-1,1
cqcq-zms-b-2,gzgy-tpq-b-2,1
fjzz-fz-z-2,fjzz-rc-z-1,1
xjwl-tfds-b-1,xjwlmq-tfds-g-1,1
nxzw-nyjf-z-1,nxzw-zhl-z-2,1
jlcc-esn-b-2,jlsp-ltds-z-1,1
sdqd-lydl-g-1,sdqd-sdl-b-2,1
gxcz-dymc-z-1,gxnn-rjy-b-1,1
jxnc-hjz-b-1,jxnc-ltgc-g-2,1
snxa-dwl-c-2,snxa-xgx-vrr-1,1
ahtl-ltds-z-2,ahtl-wlds-z-1,1
ahhf-bh-b-2,ahxc-jhj-z-2,1
zjhz-hb-b-1,zjwz-gd-z-1,1
sdjn-ssn-b-2,sdlc-jsxl-z-2,1
hldq-kfq-z-1,hlhr-ysn-b-1,1
hets-xxg-b-2,tjtj-njl-b-2,1
ynkm-nt-b-1,ynyx-by-b-2,1
fjqz-yd-z-2,fjxm-rjy-b-2,1
jsnj-hx-b-2,jsyz-yzj-z-2,1
haly-ln-b-2,hapy-shl-z-2,1
lnsy-sf-c-1,sccd-ht-c-1,1
sdqd-lydl-b-1,sdqd-sdl-b-2,1
hbsz-ltdl-z-1,hbsz-ltdl-z-2,1
tjtj-jyd-g-1,tjtj-njl-b-2,1
snxa-xgx-c-1,snya-ltjf-z-1,1
fjfz-jyz-b-1,fjxm-rjy-b-2,1
gzgy-tpq-b-2,gztr-xyl-z-2,1
ahhf-zwq-b-1,ahhs-ltdl-z-1,1
gdgz-xm-c-1,gzgy-jy-b-1,1
jxyt-ltdl-z-1,jxyt-ltdl-z-2,1
haly-ln-b-2,snxa-dwl-c-2,1
hbjz-tq-z-1,hbjz-yq-z-2,1
jljl-hnj-b-1,jljl-hnj-z-1,1
gxnn-dmgx-b-2,gxwz-scl-z-2,1
hbwh-gs-c-1,jsnj-jn-b-1,1
jxnc-hjz-b-1,jxyt-ltdl-z-1,1
xjwl-tfds-b-1,xjyl-yz-z-1,1
gdzq-yf-z-1,gdzq-yf-z-2,1
haly-xgl-b-1,hazz-zyl-b-1,1
gxhz-yz-z-1,gxnn-rjy-b-1,1
nxdw-yzj-z-1,nxyc-kfq-b-1,1
hakf-hxl-z-2,hazz-ecl-b-2,1
